0.21109708	0.16308933	-0.12332977	-0.14843346	0.13341442	0.17250243	0.14960031	0.16570424	-0.15053096	0.1279595	-0.108699895	-0.14157225	-0.16129781	-0.15030123	-0.16115189	0.16009556
0.008232496	0.03935674	-0.06506778	0.027327446	0.05995428	0.035035916	0.081891336	0.0035406542	-0.017675666	0.00071133213	-0.045624267	-0.07765651	-0.04845318	-0.03715603	-0.03950456	-0.0128701115
-0.060202796	-0.056401473	0.052339826	0.046800457	-0.119971894	-0.053500526	-0.10883414	-0.06455058	0.119835876	-0.068598025	0.05865339	0.053912904	0.12979926	0.0709434	0.11708671	-0.118764244
0.068360224	0.09917328	-0.07954917	-0.048902873	0.052752666	0.06347313	0.056129035	0.041762907	-0.06852561	0.09423975	-0.07442781	-0.025109177	-0.069538504	-0.09345872	-0.0710683	0.03239114
0.3391174	0.3556298	-0.28391057	-0.17681591	0.30884537	0.37799865	0.25151116	0.21429816	-0.2580801	0.21988772	-0.20425683	-0.36858422	-0.24800593	-0.28358772	-0.46771288	0.3187421
-0.057281215	-0.05430529	0.094217174	0.17288937	-0.12729985	-0.075543724	-0.07934756	-0.121393174	0.16344635	-0.11863474	0.1149827	0.13817355	0.0834525	0.082853556	0.087043405	-0.14352281
-0.10004204	-0.08791086	0.05815296	0.08859703	-0.09770243	-0.069050156	-0.08866447	-0.06596873	0.045109518	-0.070504695	0.016789772	0.11669833	0.07230516	0.04239052	0.104919784	-0.10111155
0.184217	0.123613834	-0.17452288	-0.1233887	0.091256276	0.18006332	0.16433826	0.11859758	-0.07353319	0.09509044	-0.14763835	-0.0981121	-0.1208851	-0.1086052	-0.20047067	0.10734405
0.16907623	0.14724359	-0.18198483	-0.08563473	0.20251422	0.22611268	0.13141361	0.10370581	-0.117108054	0.12373226	-0.16669871	-0.20143104	-0.19196986	-0.09670055	-0.2560328	0.11487546
-0.15406598	-0.06022431	0.10849953	0.10852311	-0.056777943	-0.15302187	-0.06271207	-0.11843101	0.114488706	-0.060313303	0.09855378	0.11584906	0.082518816	0.1207807	0.19190851	-0.09364311
0.03593012	0.012563367	-0.056808297	-0.01717231	0.051029906	0.057414666	0.033279177	0.062143218	-0.02392116	-0.016663523	0.033378225	-0.07225138	0.004037584	0.011061379	-0.0966843	0.05239375
0.16715537	0.1383265	-0.11112787	-0.17529063	0.09583082	0.12393515	0.1403999	0.1427033	-0.08081426	0.10298866	-0.14439552	-0.07208411	-0.10758946	-0.17826378	-0.086307146	0.13871667
-0.016049592	-0.01054584	0.07892282	-0.02734455	-0.06883616	-0.05179577	0.0109275235	0.007676038	0.033243522	0.0029101644	0.055815257	0.018151596	-0.018029992	0.0315484	0.024135994	0.014264754
-0.21214572	-0.22060606	0.20418844	0.12929793	-0.19156402	-0.26737306	-0.18644977	-0.18557638	0.23426272	-0.1578769	0.17267513	0.23546441	0.19690908	0.13843717	0.38681692	-0.20237656
0.3100288	0.30097347	-0.30800673	-0.29329267	0.33914647	0.302451	0.38361755	0.2919636	-0.3415618	0.36584446	-0.33136156	-0.36317503	-0.36309674	-0.31495744	-0.4297395	0.33343673
-0.12040031	-0.081149444	0.057806876	0.09469751	-0.045511764	-0.11827601	-0.07344665	-0.07169055	0.085545406	-0.0850135	0.07021437	0.09866496	0.12995759	0.037547648	0.19151118	-0.11702344
-0.1313461	-0.13392979	0.11569602	0.08342967	-0.086181074	-0.10667214	-0.08573749	-0.034902252	0.038356196	-0.10046558	0.08313588	0.079133324	0.065055326	0.04513867	0.17248447	-0.08931796
-0.2819315	-0.24107018	0.24451348	0.124603935	-0.22787087	-0.29967228	-0.22847275	-0.20208858	0.18910027	-0.19316037	0.20671451	0.2328634	0.18956642	0.22832514	0.3111073	-0.16524245
-0.096243374	-0.08689523	0.0388691	0.03762824	-0.067111336	-0.082326256	-0.028023781	-0.07210889	0.061284177	-0.08439694	0.002482722	0.050069988	0.039727256	0.020648789	0.11137864	-0.10340282
0.09992247	0.080816895	-0.146857	-0.04314267	0.11921578	0.20094945	0.05886501	0.054747157	-0.027064689	0.0899	-0.038613144	-0.12229885	-0.041870974	-0.04408436	-0.21934645	0.1032628
-0.22467932	-0.27534503	0.23235816	0.1125125	-0.2105403	-0.26184294	-0.17303509	-0.14178337	0.14923647	-0.20855586	0.11196979	0.3273377	0.21712583	0.21909341	0.37678516	-0.2029886
0.041400574	0.08312892	-0.08311479	0.0028656705	0.10015402	0.04056611	0.08351686	0.044382967	-0.06482423	0.0097638285	-0.058274437	-0.07331351	-0.024641456	-0.09168219	-0.14758922	0.08049888
-0.107942246	-0.09749269	0.1267089	0.16382341	-0.100126706	-0.08447105	-0.1613119	-0.17994992	0.14052653	-0.10558021	0.17738436	0.14142998	0.09360868	0.12739286	0.15794124	-0.078490674
0.09300239	0.073583126	-0.17073366	-0.12531085	0.15984406	0.09643879	0.13022146	0.13547763	-0.10275019	0.14264402	-0.17965807	-0.13435587	-0.099122606	-0.14902312	-0.059430074	0.112158
-0.117023975	-0.17789803	0.1131044	0.114460036	-0.17094508	-0.19973995	-0.1490747	-0.1574463	0.1946572	-0.17855275	0.14614847	0.20804845	0.19583115	0.20189413	0.20253077	-0.15904395
